portfolio,avg_ret_ew,avg_ret_vw,avg_beta_at_formation,avg_n_stocks
1,0.00892568789897323,0.007444693075935357,-0.1421797944699246,204.89846153846153
2,0.007556464022485006,0.009283354827013857,0.59628738866155,204.31384615384616
3,0.008143471787853533,0.008519671260545366,1.0213880884893953,204.32615384615386
4,0.009617486108777962,0.010109941358036488,1.5315263480979262,204.31384615384616
5,0.02028505119996104,0.01787864467638711,2.844055387684041,204.69846153846154
