portfolio,avg_ret_ew,avg_ret_vw,avg_beta_at_formation,avg_n_stocks
1,0.007958425492499347,0.006486817054823756,0.0477220604694539,201.404984423676
2,0.008726434992078204,0.010104590167494336,0.6442831692768998,200.82554517133957
3,0.008907766974695919,0.008676195568311612,1.0268100896387096,200.77881619937693
4,0.010822718743523557,0.010724798315972906,1.4846213870300053,200.82554517133957
5,0.01979438836918206,0.01964379521894203,2.6467583013554736,201.23052959501558
