portfolio,avg_ret_ew,avg_ret_vw,avg_beta_at_formation,avg_n_stocks
1,0.010947210682735974,0.01168490987675994,-0.7175753625666931,205.9878048780488
2,0.005646851422151033,0.008602031507491111,0.44069355777692326,205.4451219512195
3,0.0070192472022620675,0.009311922188799079,0.9989121969538007,205.40853658536585
4,0.008269178765713633,0.009226038257833684,1.6514785713832694,205.4451219512195
5,0.022050332755398763,0.016969138520066627,3.3710600064240195,205.8262195121951
